sample,sample_info,time,rnai,replicate,depth_cutoff,strain,frq,t0_frq,ctrl_frq,delta_t0,delta_ctrl,log2fc_t0,log2fc_ctrl
A12,T2_pos-1_3,T2,pos-1,3,3,JU2592,0.00160559684396609,0,0.00471386706905569,0.00160559684396609,-0.0031082702250896,65.8111481016848,-1.55380138920511
A13,T2_pos-1_4,T2,pos-1,4,3,JU2592,0.00239487656580427,0,0.00471386706905569,0.00239487656580427,-0.00231899050325142,66.3879897157108,-0.976959775179053
A6,T2_ctrl_A,T2,ctrl,A,3,JU2592,0.00605603912220668,0,0.00471386706905569,0.00605603912220668,0.00134217205315099,67.7264129409055,0.361463450015597
A7,T2_ctrl_B,T2,ctrl,B,3,JU2592,0.0033716950159047,0,0.00471386706905569,0.0033716950159047,-0.00134217205315099,66.8815124600002,-0.483437030889749
A10,T2_pos-1_1,T2,pos-1,1,5,JU2592,0,0,0.0047498393270903,0,-0.0047498393270903,0,-67.3759171278906
A11,T2_pos-1_2,T2,pos-1,2,5,JU2592,0,0,0.0047498393270903,0,-0.0047498393270903,0,-67.3759171278906
A12,T2_pos-1_3,T2,pos-1,3,5,JU2592,0.00178334409546578,0,0.0047498393270903,0.00178334409546578,-0.00296649523162451,65.9626235128966,-1.41329361499404
A13,T2_pos-1_4,T2,pos-1,4,5,JU2592,0.00196566934210977,0,0.0047498393270903,0.00196566934210977,-0.00278416998498053,66.1030590727662,-1.27285805512442
A6,T2_ctrl_A,T2,ctrl,A,5,JU2592,0.00626339894345325,0,0.0047498393270903,0.00626339894345325,0.00151355961636295,67.7749841891635,0.399067061272857
A7,T2_ctrl_B,T2,ctrl,B,5,JU2592,0.00323627971072734,0,0.0047498393270903,0.00323627971072734,-0.00151355961636295,66.822374720571,-0.553542407319639
A10,T2_pos-1_1,T2,pos-1,1,10,JU2592,0,0,0.00605844107314651,0,-0.00605844107314651,0,-67.7269850302893
A11,T2_pos-1_2,T2,pos-1,2,10,JU2592,0,0,0.00605844107314651,0,-0.00605844107314651,0,-67.7269850302893
A12,T2_pos-1_3,T2,pos-1,3,10,JU2592,0.00155074164963691,0,0.00605844107314651,0.00155074164963691,-0.00450769942350959,65.7609967720675,-1.96598825822172
A13,T2_pos-1_4,T2,pos-1,4,10,JU2592,0.00348549571257746,0,0.00605844107314651,0.00348549571257746,-0.00257294536056905,66.9294022686958,-0.797582761593499
A6,T2_ctrl_A,T2,ctrl,A,10,JU2592,0.00748065828818154,0,0.00605844107314651,0.00748065828818154,0.00142221721503503,68.0312036466784,0.304218616389181
A7,T2_ctrl_B,T2,ctrl,B,10,JU2592,0.00463622385811148,0,0.00605844107314651,0.00463622385811148,-0.00142221721503503,67.3409886436427,-0.385996386646573
A10,T2_pos-1_1,T2,pos-1,1,3,JU2593,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,3,JU2593,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,3,JU2593,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,3,JU2593,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,3,JU2593,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,3,JU2593,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,5,JU2593,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,5,JU2593,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,5,JU2593,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,5,JU2593,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,5,JU2593,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,5,JU2593,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,10,JU2593,0,0,0,0,0,0,0
A11,T2_pos-1_2,T2,pos-1,2,10,JU2593,0,0,0,0,0,0,0
A12,T2_pos-1_3,T2,pos-1,3,10,JU2593,0,0,0,0,0,0,0
A13,T2_pos-1_4,T2,pos-1,4,10,JU2593,0,0,0,0,0,0,0
A6,T2_ctrl_A,T2,ctrl,A,10,JU2593,0,0,0,0,0,0,0
A7,T2_ctrl_B,T2,ctrl,B,10,JU2593,0,0,0,0,0,0,0
A10,T2_pos-1_1,T2,pos-1,1,3,JU2610,0,0.00380068549244847,0.00169365933719941,-0.00380068549244847,-0.00169365933719941,-67.0542980625061,-65.8881821357275
A11,T2_pos-1_2,T2,pos-1,2,3,JU2610,0,0.00380068549244847,0.00169365933719941,-0.00380068549244847,-0.00169365933719941,-67.0542980625061,-65.8881821357275
A12,T2_pos-1_3,T2,pos-1,3,3,JU2610,0.00465007313528104,0.00380068549244847,0.00169365933719941,0.000849387642832576,0.00295641379808164,0.290993759964439,1.45710968674308
A13,T2_pos-1_4,T2,pos-1,4,3,JU2610,0,0.00380068549244847,0.00169365933719941,-0.00380068549244847,-0.00169365933719941,-67.0542980625061,-65.8881821357275
A6,T2_ctrl_A,T2,ctrl,A,3,JU2610,0,0.00380068549244847,0.00169365933719941,-0.00380068549244847,-0.00169365933719941,-67.0542980625061,-65.8881821357275
A7,T2_ctrl_B,T2,ctrl,B,3,JU2610,0.00338731867439881,0.00380068549244847,0.00169365933719941,-0.000413366818049652,0.00169365933719941,-0.16611592677864,1
A10,T2_pos-1_1,T2,pos-1,1,5,JU2610,0.000898282521971862,0.00371686617261037,0.00185628193463423,-0.00281858365063851,-0.000957999412662372,-2.04884557576733,-1.04717467709688
A11,T2_pos-1_2,T2,pos-1,2,5,JU2610,0,0.00371686617261037,0.00185628193463423,-0.00371686617261037,-0.00185628193463423,-67.0221251599654,-66.020454261295
A12,T2_pos-1_3,T2,pos-1,3,5,JU2610,0.00579507659333624,0.00371686617261037,0.00185628193463423,0.00207821042072587,0.00393879465870201,0.64074098514069,1.64241188381114
A13,T2_pos-1_4,T2,pos-1,4,5,JU2610,0,0.00371686617261037,0.00185628193463423,-0.00371686617261037,-0.00185628193463423,-67.0221251599654,-66.020454261295
A6,T2_ctrl_A,T2,ctrl,A,5,JU2610,0,0.00371686617261037,0.00185628193463423,-0.00371686617261037,-0.00185628193463423,-67.0221251599654,-66.020454261295
